Latitude,Longitude,Date,Depth (m),Temperature (°C),Salinity (PSU),Pressure (dbar),DOXY (Âµmol/kg),Nitrate (Âµmol/L),Phosphate (Âµmol/L),Silicate (Âµmol/L),pH,Chlorophyll-a (mg/mÂ³),Density (kg/mÂ³),Potential Density (kg/mÂ³),Total Alkalinity (Âµmol/kg),pCOâ (Âµatm),Fluorescence (a.u.),Turbidity (NTU),PAR (Âµmol/mÂ²/s),Ocean Region
-0.06,40.87,9/27/2024 18:31,333.3333333,23.19,35.238,333.2,207.28,9.79,0.706,14.85,7.92,0.22,997.55,997.62,2234.6,361.9,0.194,0.155,2.5,Western Indian Ocean
-0.06,40.87,2/24/2025 1:05,444.4444444,19.26,36.462,443,158.24,8.92,0.988,18.68,7.972,0.006,999.32,999.41,2313.9,345.9,0.071,0.028,0.3,Western Indian Ocean
-0.06,40.87,12/17/2024 15:59,555.5555556,17.68,36.159,557.3,185.64,11.44,1.112,22.37,7.849,0.023,999.39,999.5,2342.4,352.1,0.044,0.017,0,Western Indian Ocean
-0.06,40.87,7/10/2025 5:12,666.6666667,15.92,35.477,664.8,137.38,16.81,1.414,27.1,7.882,0.024,999.2,999.33,2318.2,360,0.014,0.006,0,Western Indian Ocean
-0.06,40.87,3/9/2025 11:40,777.7777778,12.46,35.753,778.3,178.68,17.33,1.767,32.87,7.912,0.003,1000.11,1000.27,2437.2,350.4,0.011,0.001,0,Western Indian Ocean
-0.06,40.87,10/6/2024 8:22,888.8888889,10.42,35.831,887.2,132.66,22.42,1.833,36.03,7.774,0.005,1000.58,1000.76,2277.8,353.8,0.002,0,0,Western Indian Ocean
-0.06,40.87,5/15/2025 3:51,1000,9.92,36.18,1000,132.52,20.17,2.398,41.55,7.828,0.001,1000.96,1001.16,2319.7,331.1,0.002,0,0,Western Indian Ocean
7.99,86.8,6/28/2025 7:36,0,28.21,35.486,1.8,240.98,1.74,0.451,1.11,8.044,1.08,996.75,996.75,2406.7,371.7,1.467,0.264,2000,Bay of Bengal
7.99,86.8,11/11/2024 18:48,111.1111111,27.67,35.743,110.7,208.04,5.94,0.228,6.13,8.014,0.088,997.06,997.08,2330.9,366,0.144,0.052,216.7,Bay of Bengal
7.99,86.8,2/15/2025 0:23,222.2222222,25.42,35.817,221.7,227.47,6.49,0.767,9.3,8.106,0.027,997.57,997.61,2295.3,418.2,0.047,0.283,23.5,Bay of Bengal
7.99,86.8,4/8/2025 16:30,333.3333333,22.79,34.796,333.8,156.11,9.3,1.153,14.09,8.02,0.031,997.28,997.35,2283.1,345.1,0.108,0.136,2.5,Bay of Bengal
7.99,86.8,12/29/2024 18:26,444.4444444,19.34,36.04,443.1,144.78,9.23,1.152,19.3,7.956,0.093,998.96,999.05,2340.1,389.4,0.041,0.035,0.3,Bay of Bengal
7.99,86.8,2/14/2024 3:04,555.5555556,17.89,36.176,555.6,111.35,12.78,1.404,23.98,7.927,0.078,999.36,999.47,2314.3,395.4,0.028,0.013,0,Bay of Bengal
7.99,86.8,5/16/2024 7:22,666.6666667,16.6,35.802,666.9,160.96,14.44,1.435,28.04,7.991,0.004,999.32,999.45,2421.1,356.6,0.011,0.005,0,Bay of Bengal
7.99,86.8,7/2/2024 6:00,777.7777778,14.34,36.871,777.8,151.37,17.07,1.84,31.18,7.921,0.025,1000.63,1000.79,2350,383.7,0.004,0,0,Bay of Bengal
7.99,86.8,1/3/2025 10:08,888.8888889,11.77,36.935,887.2,112.31,19.32,2.032,36.69,7.773,0.006,1001.19,1001.37,2457.2,326.3,0.002,0,0,Bay of Bengal
7.99,86.8,9/15/2024 19:30,1000,8.47,36.92,1001.9,103.67,24.94,2.087,40.66,7.848,0.005,1001.84,1002.04,2466.3,314.7,0.001,0,0,Bay of Bengal
7.67,46.44,7/5/2024 7:08,0,28.76,34.861,-0.1,207.11,1.97,0.002,1.85,8.113,0.173,996.14,996.14,2269.6,385.8,1.917,2.483,2000,Western Indian Ocean
7.67,46.44,6/16/2024 3:32,111.1111111,26.18,34.417,111.3,144.79,2.44,0.359,4.79,8.048,0.782,996.3,996.32,2352.1,385.5,0.829,0.262,216.7,Western Indian Ocean
7.67,46.44,2/21/2024 5:55,222.2222222,24.87,35.292,220.6,203.21,5.75,0.564,9.22,7.981,0.407,997.26,997.3,2327.6,376.2,0.064,0.386,23.5,Western Indian Ocean
7.67,46.44,8/5/2025 17:19,333.3333333,21.97,35.717,334.1,137.86,6.95,0.758,14.41,8.057,0.205,998.18,998.25,2418.4,358.4,0.073,0.069,2.5,Western Indian Ocean
7.67,46.44,1/1/2025 19:29,444.4444444,19.37,35.47,442.6,147.39,12.53,1.06,18.77,7.899,0.161,998.5,998.59,2226.4,381.8,0.039,0.048,0.3,Western Indian Ocean
7.67,46.44,7/13/2025 1:02,555.5555556,17.13,35.031,556.6,177.4,15.88,1.399,23.96,7.879,0.008,998.6,998.71,2215.6,381.2,0.044,0.008,0,Western Indian Ocean
7.67,46.44,5/17/2024 11:41,666.6666667,14.68,35.237,664.8,129.72,17.17,1.578,28.36,7.983,0.045,999.25,999.38,2217.2,343.4,0.001,0.001,0,Western Indian Ocean
7.67,46.44,4/9/2025 23:48,777.7777778,14.31,36.903,776.9,167.37,17.76,1.663,32.8,7.96,0.008,1000.66,1000.82,2452.4,344.1,0.004,0.001,0,Western Indian Ocean
7.67,46.44,8/18/2024 23:38,888.8888889,11.97,36.306,888.2,171.34,20.59,1.803,37.38,7.901,0.011,1000.65,1000.83,2372.5,317.8,0.003,0,0,Western Indian Ocean
7.67,46.44,2/16/2024 1:21,1000,8.05,36.578,999.5,159.56,22.93,2.005,41.64,7.855,0.007,1001.65,1001.85,2370.1,353.8,0.001,0,0,Western Indian Ocean
-29.31,71.15,10/28/2024 3:46,0,29.04,34.624,-1,205.51,0.02,0.335,0.36,8.142,0.737,995.89,995.89,2265.4,365.5,1.191,1.469,2000,South Indian Ocean
-29.31,71.15,8/13/2025 23:48,111.1111111,25.94,34.354,110.6,170.6,7.19,0.683,5.47,8.105,0.692,996.3,996.32,2336.9,394.9,0.491,1.245,216.7,South Indian Ocean
-29.31,71.15,10/5/2024 18:13,222.2222222,23.99,35.362,220.4,184.86,4.9,0.659,10.25,8.098,0.179,997.49,997.53,2312.1,387.7,0.326,0.018,23.5,South Indian Ocean
-29.31,71.15,7/17/2025 0:48,333.3333333,21.53,36.342,332.9,148.43,11.53,0.677,14.1,8.075,0.234,998.77,998.84,2418.3,366.3,0.133,0.16,2.5,South Indian Ocean
-29.31,71.15,4/5/2024 16:12,444.4444444,20.45,35.679,445.5,170.35,12.25,1.044,19.53,7.907,0.038,998.45,998.54,2413.5,397.5,0.099,0.018,0.3,South Indian Ocean
-29.31,71.15,8/30/2024 7:51,555.5555556,18.32,35.86,556.3,188.91,13.81,1.414,23.52,7.853,0.078,999.02,999.13,2364.5,369.2,0.045,0.013,0,South Indian Ocean
-29.31,71.15,3/3/2024 21:38,666.6666667,15.15,35.099,665,112.28,15.57,1.481,28.06,7.91,0.033,999.05,999.18,2379,339.3,0.015,0.004,0,South Indian Ocean
-29.31,71.15,10/6/2024 2:50,777.7777778,14.43,35.905,776.4,126.57,16.98,1.932,32.94,7.881,0.017,999.84,1000,2252.6,323.6,0.003,0.001,0,South Indian Ocean
-29.31,71.15,6/13/2025 2:45,888.8888889,11.47,37.105,888.1,174.99,19.23,2.012,37.25,7.932,0.007,1001.39,1001.57,2494.9,352.3,0.005,0.001,0,South Indian Ocean
-29.31,71.15,7/4/2024 10:50,1000,8.95,35.97,998.9,116.7,21.17,2.481,40.45,7.777,0.008,1000.99,1001.19,2360,360.9,0.002,0,0,South Indian Ocean
24.83,64.33,7/29/2025 19:56,0,29.79,35.06,1.5,204.28,2.26,0.259,1.99,8.026,1.463,996.09,996.09,2234.1,395.5,1.214,0.839,2000,Arabian Sea
24.83,64.33,6/26/2024 3:35,111.1111111,26.54,34.995,111.1,228.1,5.92,0.578,6.39,8.035,0.334,996.69,996.71,2392.5,355,0.831,0.824,216.7,Arabian Sea
24.83,64.33,5/13/2024 10:15,222.2222222,24.09,35.637,222.3,225.68,4.85,0.858,9.12,7.998,0.076,997.69,997.73,2400.6,349.6,0.041,0.251,23.5,Arabian Sea
24.83,64.33,11/22/2024 20:36,333.3333333,21.68,36.161,334.1,194.83,10.43,1.092,14.86,7.971,0.212,998.59,998.66,2406.3,382.4,0.207,0.114,2.5,Arabian Sea
24.83,64.33,8/25/2024 22:24,444.4444444,20.9,35.835,446.1,177.49,10.11,1.187,19.4,7.93,0.009,998.49,998.58,2419,375.4,0.038,0.025,0.3,Arabian Sea
24.83,64.33,5/24/2024 18:10,555.5555556,18.41,34.951,554,152.02,11.68,1.423,23.2,7.843,0.036,998.28,998.39,2357.3,335.5,0.01,0.002,0,Arabian Sea
24.83,64.33,1/12/2025 18:25,666.6666667,14.8,36.355,665.4,129.48,17.66,1.749,27.95,7.938,0.026,1000.12,1000.25,2461.5,382.3,0.018,0.001,0,Arabian Sea
24.83,64.33,9/29/2024 10:29,777.7777778,13.94,36.414,779.6,97.53,16.95,1.692,32.86,7.84,0.015,1000.34,1000.5,2431.8,356.2,0.009,0.002,0,Arabian Sea
24.83,64.33,3/19/2025 1:07,888.8888889,10.25,37.161,890.2,177.53,20.19,1.87,37.44,7.768,0.011,1001.68,1001.86,2368.7,365.5,0.002,0.001,0,Arabian Sea
24.83,64.33,3/14/2024 21:02,1000,8.85,37.203,998.7,161.42,20.67,2.03,41.98,7.859,0.005,1001.99,1002.19,2337,337,0.002,0,0,Arabian Sea
-18.66,98.12,4/22/2024 21:09,0,29.74,34.628,-0.7,211.15,1.97,0.101,0.07,8.073,0.556,995.75,995.75,2205.2,377.7,1.046,1.171,2000,Eastern Indian Ocean
-18.66,98.12,7/28/2024 2:16,111.1111111,26.59,35.253,112.8,144.55,4.45,0.477,5.96,8.026,0.373,996.88,996.9,2372.9,386.2,0.258,0.323,216.7,Eastern Indian Ocean
-18.66,98.12,11/18/2024 2:30,222.2222222,24.95,35.371,223.5,145,7.51,0.677,9.14,8.083,0.204,997.31,997.35,2263.6,404.2,0.174,0.095,23.5,Eastern Indian Ocean
-18.66,98.12,1/31/2024 19:19,333.3333333,22.79,36.18,333.5,219.44,8.81,1.003,15.16,7.922,0.114,998.39,998.46,2408.3,396.9,0.094,0.176,2.5,Eastern Indian Ocean
-18.66,98.12,7/5/2025 14:56,444.4444444,20.76,35.778,444.7,163.26,10.24,0.96,18.35,7.991,0.098,998.47,998.56,2380.8,392.7,0.065,0.008,0.3,Eastern Indian Ocean
-18.66,98.12,2/11/2025 21:08,555.5555556,18.21,35.277,555.4,180.44,15.42,1.379,22.97,7.899,0.089,998.58,998.69,2322.3,339.3,0.01,0.009,0,Eastern Indian Ocean
-18.66,98.12,1/18/2025 5:15,666.6666667,14.83,36.208,668.2,147.61,13.49,1.51,26.81,7.819,0.007,1000,1000.13,2381.5,340.5,0.002,0.001,0,Eastern Indian Ocean
-18.66,98.12,4/14/2024 20:42,777.7777778,13.46,36.25,775.8,172.76,19.49,1.725,32.36,7.872,0.025,1000.31,1000.47,2433.4,331.8,0.009,0,0,Eastern Indian Ocean
-18.66,98.12,4/28/2024 23:04,888.8888889,10.23,37.136,888.6,172.27,21.17,1.851,35.77,7.771,0.015,1001.66,1001.84,2356.2,314.1,0.002,0,0,Eastern Indian Ocean
-18.66,98.12,3/18/2025 2:32,1000,9.73,36.762,1000.4,90.51,22.59,2.069,40.79,7.729,0.009,1001.46,1001.66,2389.2,357.1,0.001,0,0,Eastern Indian Ocean
-5.02,105.59,4/7/2024 22:39,0,29.61,34.639,0.6,171.14,1.14,0.365,1.79,8.126,1.431,995.79,995.79,2213.2,379.5,0.172,2.669,2000,Eastern Indian Ocean
-5.02,105.59,2/20/2024 17:44,111.1111111,26.87,34.252,112.8,239.49,5.02,0.488,5.49,8.05,0.413,996.03,996.05,2257.6,390.3,0.098,1.061,216.7,Eastern Indian Ocean
-5.02,105.59,1/25/2025 20:48,222.2222222,25.02,34.411,223.9,174.64,6.44,0.618,10.71,8.097,0.419,996.52,996.56,2344.7,398.6,0.044,0.385,23.5,Eastern Indian Ocean
-5.02,105.59,4/1/2025 0:34,333.3333333,22.85,35.377,332,131.72,9.49,0.706,13.73,7.984,0.02,997.73,997.8,2287.3,411.6,0.177,0.123,2.5,Eastern Indian Ocean
-5.02,105.59,5/25/2024 4:55,444.4444444,20.48,36.647,444.8,172.04,11.55,0.92,19.55,7.94,0.07,999.22,999.31,2453.1,371.9,0.093,0.055,0.3,Eastern Indian Ocean
-5.02,105.59,12/31/2024 1:21,555.5555556,18.37,36.063,557.4,198.67,15.11,1.305,23.28,7.848,0.017,999.18,999.29,2296.6,363.4,0.009,0.008,0,Eastern Indian Ocean
-5.02,105.59,4/29/2025 19:38,666.6666667,15.06,36.076,666.2,166.89,14.39,1.59,27.79,7.901,0.05,999.85,999.98,2326,366,0.001,0.001,0,Eastern Indian Ocean
-5.02,105.59,7/8/2024 20:13,777.7777778,13.94,36.843,778.1,176.34,18.55,2.014,31.86,7.898,0.01,1000.69,1000.85,2297.1,372,0.005,0.002,0,Eastern Indian Ocean
-5.02,105.59,3/10/2024 16:43,888.8888889,11.62,36.869,888.6,125.86,19.72,2.208,35.57,7.849,0.006,1001.17,1001.35,2315.9,355.6,0.003,0,0,Eastern Indian Ocean
-5.02,105.59,11/6/2024 10:57,1000,9.75,37.47,998.1,75.81,24.54,2.402,41.9,7.704,0.01,1002.03,1002.23,2464.9,342.7,0,0,0,Eastern Indian Ocean
16.06,82.59,1/8/2025 9:21,0,29.15,35.278,1.1,236.62,4.89,0.375,1.83,8.078,1.137,996.39,996.39,2238.2,380.5,1.428,1.326,2000,Bay of Bengal
16.06,82.59,10/11/2024 16:50,111.1111111,27.58,35.604,109.5,160.85,6.07,0.715,5.78,8.151,0.479,996.97,996.99,2334.2,418.1,0.905,0.658,216.7,Bay of Bengal
16.06,82.59,9/14/2024 8:32,222.2222222,23.92,35.817,221.1,183.89,7.27,0.493,10.15,8.131,0.189,997.87,997.91,2367,352.1,0.139,0.032,23.5,Bay of Bengal
16.06,82.59,3/9/2024 21:45,333.3333333,22.83,34.621,333.8,140.77,7.13,0.686,14.2,8.038,0.137,997.13,997.2,2223.1,401.6,0.192,0.122,2.5,Bay of Bengal
16.06,82.59,10/1/2024 7:06,444.4444444,19.62,36.043,443.4,167.8,12.06,1.027,18.8,8.046,0.014,998.91,999,2337.7,393.2,0.093,0.02,0.3,Bay of Bengal
16.06,82.59,2/13/2024 19:53,555.5555556,18.53,36.535,554.3,186.82,11.32,1.456,23.07,8.017,0.037,999.52,999.63,2366.3,369.5,0.044,0.011,0,Bay of Bengal
16.06,82.59,8/5/2024 1:48,666.6666667,16.23,35.958,668.4,96.79,16.4,1.369,27.59,7.853,0.048,999.52,999.65,2372.7,324.3,0.016,0.005,0,Bay of Bengal
16.06,82.59,11/20/2024 15:28,777.7777778,12.84,35.435,777.8,160.01,18.9,1.636,32.57,7.958,0.025,999.78,999.94,2406.9,354.2,0.01,0.001,0,Bay of Bengal
16.06,82.59,5/25/2025 11:44,888.8888889,10.94,37.018,889.4,161.43,18.35,2.102,37.52,7.74,0.005,1001.43,1001.61,2411.1,345.3,0.001,0,0,Bay of Bengal
16.06,82.59,2/21/2024 22:42,1000,8.52,36.782,999.3,71.68,24.67,2.111,41.52,7.848,0.009,1001.72,1001.92,2291.9,366.7,0.002,0,0,Bay of Bengal
-7.49,45.19,3/22/2025 2:46,0,28.64,35.21,-0.3,163.59,4.49,0.069,0.9,8.167,0.124,996.44,996.44,2387.5,403.8,1.953,2.508,2000,Western Indian Ocean
-7.49,45.19,3/3/2025 21:49,111.1111111,26.7,35.673,110.9,173.89,3.47,0.224,5.51,7.986,0.33,997.2,997.22,2350.7,406.2,0.942,1.175,216.7,Western Indian Ocean
-7.49,45.19,1/15/2024 10:11,222.2222222,24.58,34.49,221.4,187.99,7.13,0.875,10.23,8.108,0.387,996.68,996.72,2321.5,390.8,0.219,0.529,23.5,Western Indian Ocean
-7.49,45.19,7/25/2025 13:38,333.3333333,21.63,35.381,332.9,155.55,10.99,1.119,14.74,7.912,0.144,997.98,998.05,2298.2,368.5,0.214,0.147,2.5,Western Indian Ocean
-7.49,45.19,8/5/2025 15:36,444.4444444,20.5,36.343,444.2,129.57,12.44,1.335,19.22,7.89,0.121,998.97,999.06,2342.9,397.8,0.04,0.048,0.3,Western Indian Ocean
-7.49,45.19,6/24/2025 8:38,555.5555556,17.24,36.35,557.1,157.72,15.85,1.248,23.87,7.913,0.008,999.63,999.74,2359,387.3,0.036,0.018,0,Western Indian Ocean
-7.49,45.19,2/11/2025 15:22,666.6666667,14.92,36.267,665.2,154.58,17.7,1.781,28,7.802,0.002,1000.03,1000.16,2376.1,380.6,0.004,0.005,0,Western Indian Ocean
-7.49,45.19,5/15/2025 4:00,777.7777778,13.97,36.27,777.7,155.09,19.33,1.893,32.48,7.952,0.004,1000.22,1000.38,2436.9,359.5,0.003,0.001,0,Western Indian Ocean
-7.49,45.19,1/24/2025 15:52,888.8888889,11.33,36.837,889.5,128.73,20.71,1.966,37.51,7.916,0.014,1001.2,1001.38,2388.3,337.8,0.005,0.001,0,Western Indian Ocean
-7.49,45.19,6/27/2024 1:44,1000,9.29,35.554,998.1,157.68,21.94,2.096,41.76,7.764,0.004,1000.59,1000.79,2298.2,319.4,0.002,0,0,Western Indian Ocean
-1.07,58.67,3/19/2024 13:47,0,28.87,35.835,-1,249.63,3.51,0.331,0.44,8.187,0.396,996.89,996.89,2269.6,399.3,0.837,1.208,2000,Western Indian Ocean
-1.07,58.67,4/30/2025 18:02,111.1111111,27.11,35.956,109.9,145.51,2.96,0.654,6.06,7.983,0.246,997.34,997.36,2413.3,384,0.769,1.537,216.7,Western Indian Ocean
-1.07,58.67,6/18/2025 12:54,222.2222222,24.21,35.498,223.6,179.72,7.77,0.883,10.34,8.002,0.161,997.56,997.6,2352.6,385.9,0.374,0.045,23.5,Western Indian Ocean
-1.07,58.67,7/15/2025 5:23,333.3333333,22.99,35.333,333.3,132.8,7.52,0.876,14.87,8.089,0.043,997.67,997.74,2252.4,388.4,0.02,0.063,2.5,Western Indian Ocean
-1.07,58.67,9/30/2024 11:19,444.4444444,20.3,36.088,446.4,142.74,12.26,1.298,17.78,7.986,0.02,998.81,998.9,2321.8,337.9,0.016,0.052,0.3,Western Indian Ocean
-1.07,58.67,5/15/2025 12:02,555.5555556,17.29,35.984,556.9,177.9,14.59,1.43,23.39,8.028,0.085,999.33,999.44,2368.8,380.8,0.019,0.005,0,Western Indian Ocean
-1.07,58.67,7/30/2025 4:56,666.6666667,15.89,35.743,667.7,108.47,17.01,1.75,27.16,7.891,0.014,999.42,999.55,2434,343,0.015,0.004,0,Western Indian Ocean
-1.07,58.67,8/24/2024 19:04,777.7777778,13.04,35.878,777.7,129.73,16.39,1.603,31.63,7.919,0.009,1000.09,1000.25,2414.1,339.8,0.008,0.001,0,Western Indian Ocean
-1.07,58.67,1/22/2025 8:22,888.8888889,10.43,36.911,890.3,81.61,21.68,2.061,36.77,7.903,0.009,1001.44,1001.62,2417.7,314.1,0.005,0,0,Western Indian Ocean
-1.07,58.67,1/20/2025 3:24,1000,9.76,37.229,1002,160.52,20.72,2.062,40.02,7.782,0.001,1001.83,1002.03,2408,353.5,0.002,0,0,Western Indian Ocean
20.3,80.77,5/20/2024 21:44,0,28.95,35.521,-1.2,240.62,2.78,0.177,0.87,8.075,0.699,996.63,996.63,2379,421.7,1.116,4.165,2000,Bay of Bengal
20.3,80.77,3/4/2024 8:52,111.1111111,27.12,35.206,112.3,182.46,7.14,0.607,6.06,8.004,0.594,996.74,996.76,2231.2,416.1,0.154,0.274,216.7,Bay of Bengal
20.3,80.77,3/26/2024 8:13,222.2222222,23.77,34.433,220.9,220.67,6.8,0.596,10.71,7.983,0.254,996.79,996.83,2223.3,372.8,0.34,0.095,23.5,Bay of Bengal
20.3,80.77,12/9/2024 15:50,333.3333333,23.02,35.251,334.1,198.76,7.15,0.865,13.75,7.916,0.245,997.6,997.67,2216.8,382.3,0.139,0.07,2.5,Bay of Bengal
20.3,80.77,8/3/2024 2:48,444.4444444,19.21,36.114,445.3,126.4,9.58,1.149,18.4,8.049,0.148,999.05,999.14,2262,354.6,0.034,0.02,0.3,Bay of Bengal
20.3,80.77,10/25/2024 10:07,555.5555556,17.47,35.52,556.7,161.65,11.77,1.295,23.83,7.998,0.034,998.92,999.03,2320.3,382.9,0.025,0.003,0,Bay of Bengal
20.3,80.77,11/5/2024 11:20,666.6666667,14.79,36.873,664.9,131.83,14.26,1.425,28.56,7.859,0.004,1000.54,1000.67,2438.3,338.6,0.019,0.001,0,Bay of Bengal
20.3,80.77,7/17/2025 10:59,777.7777778,14.05,36.414,779.7,105.82,17.49,1.561,32.85,7.944,0.011,1000.32,1000.48,2301.4,348.4,0.003,0.001,0,Bay of Bengal
20.3,80.77,1/29/2025 9:54,888.8888889,11.14,37.244,887.5,152.01,19.91,2.193,36.9,7.914,0.013,1001.57,1001.75,2471.2,374.6,0.002,0,0,Bay of Bengal
20.3,80.77,2/2/2025 15:13,1000,9.42,37.12,998.3,145.74,23.12,2.415,41.48,7.885,0.003,1001.81,1002.01,2323.4,318.7,0.001,0,0,Bay of Bengal
-7.08,63.21,9/30/2024 1:33,0,28.66,35.295,-1.5,178.44,2.54,0.135,1.4,8.12,0.541,996.5,996.5,2342.4,405.1,0.437,3.166,2000,South Indian Ocean
-7.08,63.21,1/22/2025 10:48,111.1111111,27.7,35.736,109.1,194.53,7.2,0.478,5.49,8.071,0.18,997.05,997.07,2383,393.3,0.744,1.493,216.7,South Indian Ocean
-7.08,63.21,4/13/2025 2:35,222.2222222,23.67,35.981,220.3,203.63,6.26,0.455,10.54,7.934,0.378,998.05,998.09,2341.5,404.6,0.132,0.383,23.5,South Indian Ocean
-7.08,63.21,1/11/2024 10:54,333.3333333,23.16,36.147,332.6,130.98,7.1,0.692,14.86,7.939,0.167,998.29,998.36,2328.5,399.4,0.155,0.018,2.5,South Indian Ocean
-7.08,63.21,6/6/2025 12:58,444.4444444,20.09,34.916,442.7,136.54,12.17,1.277,19.7,7.985,0.119,997.91,998,2298.6,386.5,0.071,0.037,0.3,South Indian Ocean
-7.08,63.21,4/14/2025 9:51,555.5555556,17.43,35.317,555.6,129.14,12.98,1.233,24.11,7.914,0.053,998.77,998.88,2365.1,385.5,0.031,0.002,0,South Indian Ocean
-7.08,63.21,7/20/2025 14:13,666.6666667,16.41,35.046,667.6,167.71,14.98,1.55,26.86,7.993,0.003,998.75,998.88,2385.6,368.8,0.017,0.005,0,South Indian Ocean
-7.08,63.21,3/3/2025 15:06,777.7777778,14.01,35.241,779.7,143.27,17.37,1.746,32.42,7.796,0.017,999.39,999.55,2270.1,367.2,0.001,0.002,0,South Indian Ocean
-7.08,63.21,8/16/2025 20:55,888.8888889,11.33,37.248,887,119.8,19.83,1.888,36.45,7.774,0.005,1001.53,1001.71,2383.3,342.8,0.003,0,0,South Indian Ocean
-7.08,63.21,8/27/2025 22:54,1000,9.98,36.265,998.3,162.78,20.05,2.261,41.32,7.751,0.005,1001.02,1001.22,2438.6,344.3,0.002,0,0,South Indian Ocean
18.48,88.49,1/9/2025 13:46,0,28.99,34.249,-0.9,235.62,0.98,0.372,0.04,8.143,1.213,995.6,995.6,2249.9,378.5,0.621,2.501,2000,Bay of Bengal
18.48,88.49,2/15/2024 11:25,111.1111111,26.92,34.396,112.6,156.78,6.5,0.364,4.54,8.031,0.194,996.13,996.15,2277.1,410.4,0.305,1.051,216.7,Bay of Bengal
18.48,88.49,6/7/2025 10:10,222.2222222,24.82,34.443,223.6,221.04,8.98,0.491,10.14,7.995,0.459,996.59,996.63,2369.5,370.6,0.33,0.325,23.5,Bay of Bengal
18.48,88.49,3/11/2024 20:07,333.3333333,23.08,35.171,331.9,182.91,9.66,0.847,14.15,7.961,0.177,997.52,997.59,2320.2,391,0.196,0.154,2.5,Bay of Bengal
18.48,88.49,10/20/2024 17:09,444.4444444,19.17,35.918,443.2,186.36,13.25,0.905,17.86,8.042,0.085,998.9,998.99,2348.9,383.6,0.046,0.049,0.3,Bay of Bengal
18.48,88.49,11/17/2024 19:04,555.5555556,17.89,36.077,556.7,199.95,11.98,1.201,23.37,7.879,0.087,999.28,999.39,2400,351.4,0.005,0.003,0,Bay of Bengal
18.48,88.49,5/31/2024 13:27,666.6666667,16.61,35.021,665.4,192.31,15.93,1.396,27.45,7.878,0.053,998.69,998.82,2274.6,387.6,0.007,0.005,0,Bay of Bengal
18.48,88.49,5/1/2024 10:24,777.7777778,13.62,35.806,776,100.74,16.76,1.646,31.41,7.964,0.009,999.92,1000.08,2422.8,362.7,0.006,0.002,0,Bay of Bengal
18.48,88.49,5/2/2025 17:45,888.8888889,11.97,36.138,888.9,86,19.18,2.13,36.06,7.789,0.003,1000.52,1000.7,2325.7,352.6,0,0.001,0,Bay of Bengal
18.48,88.49,3/24/2025 7:35,1000,9.11,36.006,1000.1,142.11,24.27,2.017,40.46,7.732,0.003,1000.98,1001.18,2261.8,312,0.001,0,0,Bay of Bengal
-8.77,43.99,6/7/2025 20:31,0,29.75,34.124,-2,242.78,4.46,0.052,0.5,8.008,0.91,995.35,995.35,2230.4,420.9,1.672,2.433,2000,Western Indian Ocean
-8.77,43.99,2/7/2024 20:23,111.1111111,26.14,35.694,112.9,146.82,3.03,0.689,4.76,7.968,0.072,997.33,997.35,2400.6,391.4,0.843,1.212,216.7,Western Indian Ocean
-8.77,43.99,5/4/2025 4:57,222.2222222,25.37,36.029,221.9,194.52,6.96,0.883,9.02,8.079,0.322,997.75,997.79,2420.6,355.5,0.07,0.154,23.5,Western Indian Ocean
-8.77,43.99,7/12/2025 23:12,333.3333333,21.95,34.858,332.5,124.73,10.49,0.999,14.2,7.931,0.268,997.5,997.57,2292.4,397,0.12,0.094,2.5,Western Indian Ocean
-8.77,43.99,2/13/2025 15:21,444.4444444,20.4,35.316,445.7,201.66,12.71,0.927,19.62,7.888,0.105,998.17,998.26,2276.9,388.9,0.015,0.045,0.3,Western Indian Ocean
-8.77,43.99,5/16/2024 5:19,555.5555556,18.04,35.682,553.6,195.75,12.92,1.191,23.54,7.987,0.004,998.94,999.05,2271.6,370.4,0.042,0.003,0,Western Indian Ocean
-8.77,43.99,5/18/2025 11:04,666.6666667,15.14,35.14,667.3,109.33,14.04,1.584,28.45,7.97,0.013,999.08,999.21,2398.4,336.8,0.016,0.004,0,Western Indian Ocean
-8.77,43.99,10/2/2024 19:09,777.7777778,12.72,36.368,776.4,146.94,19.94,2.006,31.21,7.83,0.008,1000.55,1000.71,2453.6,326.7,0.002,0.002,0,Western Indian Ocean
-8.77,43.99,4/10/2025 12:54,888.8888889,10.37,35.346,890.4,110.7,22.16,2.04,36.18,7.9,0.008,1000.2,1000.38,2236.1,342.9,0.004,0.001,0,Western Indian Ocean
-8.77,43.99,4/6/2025 22:31,1000,8.59,37.456,998.3,138.05,24.01,2.197,40.33,7.841,0.001,1002.25,1002.45,2450.4,327.5,0.001,0,0,Western Indian Ocean
22.79,64.29,2/23/2024 1:31,0,29.46,34.661,1.8,163.15,3.32,0.223,1.79,8.168,0.071,995.84,995.84,2220.6,419.6,0.571,3.683,2000,Arabian Sea
22.79,64.29,2/16/2025 23:24,111.1111111,26.48,35.457,111.8,197.34,2.93,0.451,5.79,7.988,0.7,997.07,997.09,2231,372.4,0.596,0.172,216.7,Arabian Sea
22.79,64.29,2/11/2025 23:44,222.2222222,25.25,35.622,223.4,135.75,8.49,0.637,9.87,7.965,0.173,997.45,997.49,2397.6,396.4,0.366,0.067,23.5,Arabian Sea
